row,score
6754,3.2159
10491,3.2159
15576,3.2104
2967,3.2028
3390,3.1925
2881,3.1868
3912,3.1827
2095,3.1811
11209,3.1811
13344,3.1811
11812,3.1801
10826,3.1781
1442,3.1755
12885,3.1755
13055,3.1728
7416,3.1706
15921,3.1698
15787,3.1675
297,3.1642
6664,3.1548
8711,3.1545
1204,3.153
5701,3.1517
6329,3.1517
3789,3.1474
5657,3.1465
10930,3.1413
13213,3.1361
915,3.1323
8756,3.1308
13781,3.1308
16504,3.1308
4533,3.1268
7767,3.1257
15783,3.1257
12772,3.1253
15738,3.1206
4777,3.1144
11981,3.1144
15756,3.1104
15707,3.1089
1322,3.1035
13090,3.1035
9817,3.1002
5095,3.0981
15598,3.0927
6441,3.0874
13086,3.0851
13989,3.0851
4279,3.0835
3215,3.082
15730,3.0751
3939,3.0714
3993,3.0714
16728,3.0661
5748,3.0651
8853,3.0608
11530,3.0608
14860,3.0608
12003,3.0602
186,3.0556
2795,3.0556
4654,3.0556
5461,3.0552
3164,3.0503
12609,3.0503
16503,3.0503
9356,3.0454
2227,3.0399
9108,3.0399
9643,3.0399
9767,3.0357
11402,3.0357
8273,3.0347
12431,3.0347
4212,3.0296
3819,3.0217
277,3.0213
14307,3.0193
15852,3.0193
15469,2.999
933,2.9939
9111,2.9939
16248,2.9939
7801,2.9926
5077,2.9889
11020,2.9889
13785,2.9889
1482,2.9879
328,2.9789
1308,2.9789
3435,2.9789
3437,2.9789
12009,2.9789
15335,2.9785
9599,2.9739
12205,2.9739
9181,2.969
11211,2.969
11230,2.969
15799,2.969
8946,2.964
12527,2.9635
10803,2.9599
13362,2.9599
2513,2.9542
7182,2.9542
2288,2.9506
4641,2.9493
8362,2.9493
9666,2.9444
11155,2.9415
10408,2.9395
4537,2.937
3038,2.9347
5576,2.9336
7160,2.9299
2120,2.9251
10821,2.9234
4558,2.9232
2591,2.9203
13384,2.9189
14388,2.9189
16852,2.9189
4349,2.9155
13512,2.9144
6950,2.906
8676,2.906
814,2.901
9596,2.8965
6922,2.8878
12924,2.8871
5125,2.8834
13318,2.8834
9922,2.8824
12564,2.879
7523,2.8778
10851,2.8746
5947,2.8731
7521,2.8616
8098,2.8547
14597,2.8547
4376,2.8501
12752,2.8501
14737,2.8501
5229,2.8487
13543,2.8487
10613,2.8456
15587,2.841
17097,2.8402
11176,2.8359
12087,2.8359
15555,2.832
10180,2.8317
7524,2.8275
8200,2.8275
3180,2.823
4366,2.823
11256,2.8191
4524,2.8097
13575,2.8097
14278,2.8097
12826,2.8052
12932,2.8052
15706,2.8052
16490,2.8008
9799,2.79
2729,2.7877
9304,2.7877
8347,2.7833
2086,2.7737
1341,2.7617
3092,2.7617
7580,2.7616
1974,2.7575
8416,2.7575
11707,2.7575
14908,2.7536
6366,2.7532
8012,2.7489
2189,2.7447
14260,2.7447
5055,2.7377
11280,2.7377
14055,2.7363
2441,2.7279
5967,2.7279
12462,2.722
6400,2.7142
1914,2.7071
13961,2.7064
3102,2.703
40,2.6989
5642,2.6989
11811,2.6987
4688,2.6948
1420,2.6939
14678,2.6867
4791,2.6827
3190,2.6666
11851,2.6666
6385,2.6626
7472,2.6586
5875,2.6547
8384,2.6547
10600,2.6547
2748,2.6507
14097,2.6507
845,2.6428
1517,2.6428
10288,2.6389
15062,2.6386
4939,2.635
10303,2.6313
2401,2.6311
2451,2.6311
11872,2.6311
5668,2.6277
702,2.6234
10618,2.616
3036,2.6157
7389,2.6133
14592,2.606
14112,2.6042
3356,2.6004
6238,2.5989
14326,2.5966
739,2.5953
4805,2.589
8557,2.5882
1700,2.5815
7448,2.5815
14496,2.5815
6548,2.5778
11405,2.5742
8674,2.5704
12536,2.5667
2506,2.563
5148,2.563
9842,2.5593
8970,2.5519
5580,2.5488
278,2.5483
8771,2.541
8443,2.5397
10727,2.5397
12719,2.5397
5279,2.5374
14325,2.5374
14573,2.5363
5014,2.5302
12532,2.5266
9872,2.5262
8052,2.523
14602,2.523
2544,2.5194
1678,2.5159
10696,2.5159
15083,2.5123
7292,2.5088
10815,2.5061
2658,2.5017
11830,2.493
391,2.4878
1336,2.4878
8544,2.4878
9828,2.4878
16521,2.4874
4597,2.4808
722,2.4739
2182,2.4739
2433,2.4739
348,2.4705
9843,2.4569
11008,2.4501
11705,2.4501
12799,2.4434
6274,2.4416
9648,2.4406
5299,2.44
7213,2.4334
2656,2.4267
12579,2.4267
13593,2.4234
2380,2.4201
7346,2.4201
14346,2.4168
12519,2.4136
5128,2.407
8414,2.407
478,2.3941
876,2.3941
7459,2.3941
10109,2.3893
4475,2.3877
14212,2.3845
1236,2.3813
2069,2.3813
8167,2.3813
14951,2.3744
14344,2.3718
15550,2.3718
219,2.3655
6495,2.3623
9832,2.3592
10365,2.3458
6818,2.3406
15718,2.3345
5029,2.3301
5566,2.3223
7070,2.3107
2738,2.3102
14955,2.3072
16277,2.2983
7578,2.2953
1563,2.2924
9861,2.2894
10567,2.2884
12089,2.2777
9014,2.2748
16570,2.2719
3376,2.269
7452,2.2632
1419,2.2461
13698,2.2461
1751,2.2405
1410,2.2348
11075,2.2348
11837,2.2348
2920,2.2237
9724,2.2209
11582,2.2126
45,2.2017
12423,2.199
14596,2.1962
2354,2.1935
12463,2.1855
9573,2.1828
6865,2.1801
552,2.1774
13068,2.1721
3592,2.1584
2435,2.1563
16473,2.1537
1830,2.1485
7153,2.1459
15786,2.1196
5126,2.1179
13702,2.1103
2078,2.1078
11123,2.0979
1181,2.0832
13963,2.0807
1238,2.0687
11172,2.0629
12320,2.0597
11803,2.0559
3466,2.0402
10413,2.0332
8275,2.0309
9004,2.0263
10266,2.024
15661,2.024
2099,2.0194
1385,1.9945
3956,1.9945
5679,1.9885
15637,1.9708
3763,1.9615
7196,1.9577
13145,1.9508
6346,1.9465
2870,1.9381
7678,1.9377
5212,1.9234
2244,1.9131
3583,1.8782
940,1.8728
4224,1.8634
10308,1.8507
7171,1.8342
15823,1.8305
9083,1.8063
14342,1.7936
15375,1.7846
2787,1.753
658,1.7491
16119,1.7451
10639,1.7444
4562,1.7423
2065,1.7125
6710,1.7125
43,1.6834
942,1.6743
14085,1.6723
1528,1.6567
2784,1.6384
2376,1.565
11084,1.517
168,1.4562
12827,1.3084
4025,1.2905
901,1.2821
2554,1.2603
10088,1.229
327,1.1
244,1.0993
4326,0.979
8618,0.7027
